"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Triceps Pressdown",,"",2,"normal",27.22,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Front Raise (Dumbbell)",,"",0,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Front Raise (Dumbbell)",,"",1,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Front Raise (Dumbbell)",,"",2,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Chest Press (Machine)",,"",0,"normal",31.75,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Chest Press (Machine)",,"",1,"normal",31.75,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Chest Press (Machine)",,"",2,"normal",31.75,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Chest Press (Machine)",,"",3,"normal",38.56,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Cable Fly Crossovers",,"",0,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Cable Fly Crossovers",,"",1,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Cable Fly Crossovers",,"",2,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Cable Fly Crossovers",,"",3,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",22.68,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",22.68,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",18.14,10,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Seated Shoulder Press (Machine)",,"",3,"normal",18.14,10,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Press",,"",0,"normal",8.16,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Press",,"",1,"normal",8.16,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Press",,"",2,"normal",8.16,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Press",,"",3,"normal",8.16,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Front Raise",,"",0,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Front Raise",,"",1,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Front Raise",,"",2,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Plate Front Raise",,"",3,"normal",4.54,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Arnold Press (Dumbbell)",,"",0,"normal",6.35,10,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Arnold Press (Dumbbell)",,"",1,"normal",6.35,10,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Arnold Press (Dumbbell)",,"",2,"normal",6.35,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Arnold Press (Dumbbell)",,"",3,"normal",6.35,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Triceps Pressdown",,"",0,"normal",22.68,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Triceps Pressdown",,"",1,"normal",22.68,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Triceps Pressdown",,"",2,"normal",22.68,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Triceps Pressdown",,"",3,"normal",22.68,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",9.07,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",5.44,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",5.44,12,,,
"restart push","Jul 10, 2026 at 5:15 PM","Jul 10, 2026 at 6:19 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",5.44,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Leg Extension (Machine)",,"",0,"normal",11.34,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Leg Extension (Machine)",,"",1,"normal",24.95,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Leg Extension (Machine)",,"",2,"normal",38.56,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Leg Extension (Machine)",,"",3,"normal",38.56,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Leg Extension (Machine)",,"",4,"normal",45.36,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lying Leg Curl (Machine)",,"",0,"normal",9.07,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lying Leg Curl (Machine)",,"",1,"normal",22.68,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lying Leg Curl (Machine)",,"",2,"normal",22.68,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lying Leg Curl (Machine)",,"",3,"normal",27.22,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Squat (Bodyweight)",,"",0,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Squat (Bodyweight)",,"",1,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Squat (Bodyweight)",,"",2,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Squat (Bodyweight)",,"",3,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lunge",,"",0,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lunge",,"",1,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Lunge",,"",2,"normal",,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",13.61,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Shoulder Press (Dumbbell)",,"",1,"normal",13.61,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Shoulder Press (Dumbbell)",,"",2,"normal",18.14,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Shoulder Press (Dumbbell)",,"",3,"normal",18.14,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Bicep Curl (Cable)",,"",0,"normal",13.61,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Bicep Curl (Cable)",,"",1,"normal",13.61,12,,,
"asdhadhhahdhs","Jul 8, 2026 at 10:35 AM","Jul 8, 2026 at 11:37 AM","","Bicep Curl (Cable)",,"",2,"normal",13.61,12,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Press (Machine)",,"",0,"normal",31.75,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Press (Machine)",,"",1,"normal",31.75,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Press (Machine)",,"",2,"normal",31.75,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Press (Machine)",,"",3,"normal",38.56,6,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Bicep Curl (Machine)",,"",0,"normal",18.14,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Bicep Curl (Machine)",,"",1,"normal",18.14,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Bicep Curl (Machine)",,"",2,"normal",18.14,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Bicep Curl (Machine)",,"",3,"normal",22.68,6,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Fly (Machine)",,"",0,"normal",31.75,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Fly (Machine)",,"",1,"normal",31.75,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Fly (Machine)",,"",2,"normal",38.56,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Chest Fly (Machine)",,"",3,"normal",45.36,10,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",10,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",14,15,,,
"REEEESTART","Jul 7, 2026 at 1:38 PM","Jul 7, 2026 at 2:34 PM","","Treadmill",,"",0,"normal",,,1.29,1200,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Lat Pulldown (Cable)",,"",0,"normal",15.88,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Lat Pulldown (Cable)",,"",1,"normal",19.28,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Lat Pulldown (Cable)",,"",2,"normal",19.28,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Lat Pulldown (Cable)",,"",3,"normal",22.68,10,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Bicep Curl (Dumbbell)",,"",3,"normal",22.68,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Back Extension (Weighted Hyperextension)",,"",0,"normal",11.34,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Back Extension (Weighted Hyperextension)",,"",1,"normal",11.34,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Back Extension (Weighted Hyperextension)",,"",2,"normal",11.34,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Lat Pulldown (Machine)",,"",0,"normal",31.75,15,,,
"back + bicep slow days","Feb 16, 2026 at 12:25 AM","Feb 16, 2026 at 1:11 AM","","Lat Pulldown (Machine)",,"",1,"normal",45.36,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Seated Shoulder Press (Machine)",,"",0,"normal",27.22,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Seated Shoulder Press (Machine)",,"",1,"normal",36.29,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Seated Shoulder Press (Machine)",,"",2,"normal",45.36,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Seated Shoulder Press (Machine)",,"",3,"normal",58.97,5,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Triceps Pressdown",,"",0,"normal",31.75,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Triceps Pressdown",,"",1,"normal",38.56,12,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Triceps Pressdown",,"",2,"normal",38.56,12,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Triceps Pressdown",,"",3,"normal",45.36,10,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Overhead Press (Smith Machine)",,"",0,"normal",43.09,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Overhead Press (Smith Machine)",,"",1,"normal",52.16,10,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Overhead Press (Smith Machine)",,"",2,"normal",52.16,10,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Overhead Press (Smith Machine)",,"",3,"normal",56.7,10,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Shrug (Barbell)",,"",0,"normal",29.48,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Shrug (Barbell)",,"",1,"normal",29.48,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Shrug (Barbell)",,"",2,"normal",34.02,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Shrug (Barbell)",,"",3,"normal",34.02,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Lateral Raise (Dumbbell)",,"",1,"normal",18.14,10,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Lateral Raise (Dumbbell)",,"",2,"normal",15.88,15,,,
"shoulder + tricep","Feb 15, 2026 at 2:48 AM","Feb 15, 2026 at 3:57 AM","","Treadmill",,"",0,"normal",,,1.93,1800,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press Horizontal (Machine)",,"",0,"normal",58.97,15,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press Horizontal (Machine)",,"",1,"normal",68.04,15,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press Horizontal (Machine)",,"",2,"normal",77.11,15,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press Horizontal (Machine)",,"",3,"normal",86.18,10,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Sit Up (Weighted)",,"",0,"normal",54.43,10,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Sit Up (Weighted)",,"",1,"normal",54.43,10,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Sit Up (Weighted)",,"",2,"normal",58.97,8,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Sit Up (Weighted)",,"",3,"normal",58.97,6,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press (Machine)",,"",0,"normal",102.97,15,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press (Machine)",,"",1,"normal",102.97,15,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press (Machine)",,"",2,"normal",125.65,12,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Press (Machine)",,"",3,"normal",125.65,12,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Extension (Machine)",,"",0,"normal",22.68,12,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Extension (Machine)",,"",1,"normal",22.68,12,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Leg Extension (Machine)",,"",2,"normal",22.68,12,,,
"legs+abs","Feb 13, 2026 at 2:04 AM","Feb 13, 2026 at 2:55 AM","","Elliptical Trainer",,"",0,"normal",,,2.38,1081,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Chest Press (Machine)",,"",0,"normal",36.29,15,,,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Chest Press (Machine)",,"",1,"normal",45.36,15,,,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Chest Press (Machine)",,"",2,"normal",54.43,15,,,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Chest Press (Machine)",,"",3,"normal",63.5,8,,,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Bicep Curl (Barbell)",,"",0,"normal",13.61,15,,,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Bicep Curl (Barbell)",,"",1,"normal",18.14,15,,,
"chest + biceps","Feb 11, 2026 at 10:44 PM","Feb 11, 2026 at 11:49 PM","","Bicep Curl (Barbell)",,"",2,"normal",18.14,15,,,
