"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Extension (Machine)",,"",0,"normal",32,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Extension (Machine)",,"",1,"normal",39,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Extension (Machine)",,"",2,"normal",39,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Extension (Machine)",,"",3,"normal",45,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Extension (Machine)",,"",4,"normal",52,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Sumo Squat (Kettlebell)",,"",0,"normal",10,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Sumo Squat (Kettlebell)",,"",1,"normal",10,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Sumo Squat (Kettlebell)",,"",2,"normal",10,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Sumo Squat (Kettlebell)",,"",3,"normal",10,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Sumo Squat (Kettlebell)",,"",4,"normal",10,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Press Horizontal (Machine)",,"",0,"normal",59,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Press Horizontal (Machine)",,"",1,"normal",66,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Press Horizontal (Machine)",,"",2,"normal",73,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Leg Press Horizontal (Machine)",,"",3,"normal",79,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Squat (Dumbbell)",,"",0,"normal",7.5,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Squat (Dumbbell)",,"",1,"normal",7.5,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Squat (Dumbbell)",,"",2,"normal",7.5,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Squat (Dumbbell)",,"",3,"normal",7.5,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lying Leg Curl (Machine)",,"",0,"normal",22,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lying Leg Curl (Machine)",,"",1,"normal",27,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lying Leg Curl (Machine)",,"",2,"normal",32,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lying Leg Curl (Machine)",,"",3,"normal",39,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lunge (Dumbbell)",,"",0,"normal",6,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lunge (Dumbbell)",,"",1,"normal",6,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lunge (Dumbbell)",,"",2,"normal",6,12,,,
"legday funday","Aug 28, 2026 at 4:19 PM","Aug 28, 2026 at 5:08 PM","","Lunge (Dumbbell)",,"",3,"normal",6,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",25,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",32,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Seated Cable Row - V Grip (Cable)",,"",4,"normal",45,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",20,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",20,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",20,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",20,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Bicep Curl (Dumbbell)",,"",4,"normal",20,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",25,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",32,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",39,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",45,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",15,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",15,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",15,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",15,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",10,12,,,
"night sesh","Aug 27, 2026 at 6:36 PM","Aug 27, 2026 at 7:33 PM","","Treadmill",,"",0,"normal",,,1.3,900,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Chest Press (Machine)",,"",0,"normal",32,15,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Chest Press (Machine)",,"",1,"normal",39,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Chest Press (Machine)",,"",2,"normal",45,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Chest Press (Machine)",,"",3,"normal",52,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Chest Press (Machine)",,"",4,"normal",59,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",10,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",10,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Triceps Extension (Dumbbell)",,"",2,"normal",10,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Triceps Extension (Dumbbell)",,"",3,"normal",10,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Front Raise (Dumbbell)",,"",0,"normal",6,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Front Raise (Dumbbell)",,"",1,"normal",6,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Front Raise (Dumbbell)",,"",2,"normal",6,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Front Raise (Dumbbell)",,"",3,"normal",6,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",18,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",22,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",27,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Seated Shoulder Press (Machine)",,"",3,"normal",32,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bent Over Row (Dumbbell)",,"",0,"normal",15,24,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bent Over Row (Dumbbell)",,"",1,"normal",15,24,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bent Over Row (Dumbbell)",,"",2,"normal",15,24,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bent Over Row (Dumbbell)",,"",3,"normal",15,24,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",14,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Upright Row (Barbell)",,"",0,"normal",10,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Upright Row (Barbell)",,"",1,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Upright Row (Barbell)",,"",2,"normal",20,12,,,
"push after bali + sunburned","Aug 26, 2026 at 4:15 PM","Aug 26, 2026 at 5:30 PM","","Upright Row (Barbell)",,"",3,"normal",20,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Extension (Machine)",,"",0,"normal",32,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Extension (Machine)",,"",1,"normal",39,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Extension (Machine)",,"",2,"normal",39,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Extension (Machine)",,"",3,"normal",45,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Squat (Dumbbell)",,"",0,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Squat (Dumbbell)",,"",1,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Squat (Dumbbell)",,"",2,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Squat (Dumbbell)",,"",3,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Press Horizontal (Machine)",,"",0,"normal",66,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Press Horizontal (Machine)",,"",1,"normal",73,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Press Horizontal (Machine)",,"",2,"normal",79,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Leg Press Horizontal (Machine)",,"",3,"normal",86,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Lunge (Dumbbell)",,"",0,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Lunge (Dumbbell)",,"",1,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Lunge (Dumbbell)",,"",2,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Lunge (Dumbbell)",,"",3,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Romanian Deadlift (Dumbbell)",,"",0,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Romanian Deadlift (Dumbbell)",,"",1,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Romanian Deadlift (Dumbbell)",,"",2,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Romanian Deadlift (Dumbbell)",,"",3,"normal",10,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Chest Fly (Dumbbell)",,"",0,"normal",20,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Chest Fly (Dumbbell)",,"",1,"normal",20,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Chest Fly (Dumbbell)",,"",2,"normal",20,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Chest Fly (Dumbbell)",,"",3,"normal",20,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",15,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",15,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",15,12,,,
"saturday legday","Aug 15, 2026 at 3:42 PM","Aug 15, 2026 at 4:29 PM","","Shoulder Press (Dumbbell)",,"",3,"normal",15,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",25,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",32,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bicep Curl (Cable)",,"",0,"normal",27,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bicep Curl (Cable)",,"",1,"normal",27,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bicep Curl (Cable)",,"",2,"normal",27,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bicep Curl (Cable)",,"",3,"normal",27,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Incline Bench Press (Barbell)",,"",0,"normal",30,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Incline Bench Press (Barbell)",,"",1,"normal",60,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Incline Bench Press (Barbell)",,"",2,"normal",60,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Incline Bench Press (Barbell)",,"",3,"normal",60,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Triceps Pressdown",,"",0,"normal",32,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Triceps Pressdown",,"",1,"normal",36,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Triceps Pressdown",,"",2,"normal",36,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Triceps Pressdown",,"",3,"normal",36,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bench Press (Dumbbell)",,"",0,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bench Press (Dumbbell)",,"",1,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bench Press (Dumbbell)",,"",2,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Bench Press (Dumbbell)",,"",3,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",6,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",6,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",6,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Lateral Raise (Dumbbell)",,"",3,"normal",6,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",20,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Front Raise (Dumbbell)",,"",0,"normal",6,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Front Raise (Dumbbell)",,"",1,"normal",6,12,,,
"upper push","Aug 14, 2026 at 3:32 PM","Aug 14, 2026 at 4:21 PM","","Front Raise (Dumbbell)",,"",2,"normal",6,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Leg Extension (Machine)",,"",0,"normal",25,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Leg Extension (Machine)",,"",1,"normal",32,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Leg Extension (Machine)",,"",2,"normal",39,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Leg Extension (Machine)",,"",3,"normal",39,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Leg Extension (Machine)",,"",4,"normal",45,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lying Leg Curl (Machine)",,"",0,"normal",18,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lying Leg Curl (Machine)",,"",1,"normal",22,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lying Leg Curl (Machine)",,"",2,"normal",27,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lying Leg Curl (Machine)",,"",3,"normal",27,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Sumo Squat (Kettlebell)",,"",0,"normal",8,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Sumo Squat (Kettlebell)",,"",1,"normal",8,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Sumo Squat (Kettlebell)",,"",2,"normal",8,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Sumo Squat (Kettlebell)",,"",3,"normal",8,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lunge",,"",0,"normal",,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lunge",,"",1,"normal",,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lunge",,"",2,"normal",,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Lunge",,"",3,"normal",,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",14,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",14,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",16,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Triceps Pressdown",,"",0,"normal",27,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Triceps Pressdown",,"",1,"normal",32,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Triceps Pressdown",,"",2,"normal",36,12,,,
"legs & arms","Aug 12, 2026 at 2:06 PM","Aug 12, 2026 at 2:56 PM","","Triceps Pressdown",,"",3,"normal",36,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",25,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",32,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",39,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",45,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",52,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Hammer Curl (Dumbbell)",,"",4,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",39,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",45,12,,,
